station,valid,tmpf,dwpf,relh,sknt,ceiling
PAFA,6/10/2024 11:53,60,47,62.11,0,16000
PAFA,6/28/2023 8:53,64,45,49.99,8,16000
PAFA,5/8/2023 3:53,53,26.1,34.9,6,16000
PAFA,5/20/2023 9:53,63,37,37.99,5,16000
PAFA,5/6/2024 5:53,51,26,37.55,12,16000
PAFA,5/20/2023 8:53,65,36,34.17,8,16000
PAFA,2/26/2025 23:53,15,0,50.73,5,16000
PAFA,3/24/2024 16:53,28,21,74.67,4,16000
PAFA,10/1/2023 8:53,37,27,66.82,3,16000
PAFA,12/4/2024 18:53,10,6,83.49,0,16000
PAFA,3/23/2024 4:53,33,22,63.59,0,16000
PAFA,8/19/2024 2:53,68,58,70.35,15,16000
PAFA,8/19/2024 3:53,62,53,72.32,14,16000
PAFA,1/27/2025 20:53,30,21,68.81,11,16000
PAFA,2/21/2025 2:53,17,6,61.38,8,16000
PAFA,1/27/2025 19:53,37,18,45.73,8,16000
PAFA,1/27/2025 21:53,30,23,74.87,7,16000
PAFA,5/20/2024 7:53,58,31,35.7,7,16000
PAFA,5/16/2023 3:53,59,27,29.25,7,16000
PAFA,6/18/2024 15:53,62,52,69.71,4,16000
PAFA,7/6/2023 6:53,69,48,46.92,4,16000
PAFA,5/20/2024 8:53,56,30,36.85,4,16000
PAFA,7/6/2023 1:53,74,43,32.98,4,16000
PAFA,6/9/2024 21:53,77,38,24.5,4,16000
PAFA,8/6/2024 17:53,74,51,44.44,3,16000
PAFA,3/19/2024 16:53,5,-1,75.67,0,16000
PAFA,1/27/2023 12:53,-5,-11,74.97,0,16000
PAFA,6/2/2024 16:53,61,41,47.66,0,16000
PAFA,7/6/2023 2:53,74,42,31.86,0,16000
PAFA,5/28/2023 14:53,53,36,52.11,5,16000
PAFA,7/17/2024 20:53,63,44,49.84,5,16000
PAFA,5/8/2023 1:53,54,27,35.05,5,16000
PAFA,5/8/2023 2:53,54,26.1,33.77,5,16000
PAFA,1/9/2025 22:53,17,12,80.36,4,16000
PAFA,7/7/2023 10:53,61,58,89.52,3,16000
PAFA,3/19/2024 17:53,6,0,75.78,3,16000
PAFA,1/23/2025 19:53,17,14,87.76,0,16000
PAFA,9/5/2024 4:53,53,47,80,0,16000
PAFA,6/9/2024 22:53,78,39,24.65,0,16000
PAFA,11/1/2024 22:53,21,14,73.94,6,16000
PAFA,8/30/2023 3:53,71,59,65.81,4,16000
PAFA,5/4/2024 13:53,40,27,59.41,4,16000
PAFA,5/12/2024 8:53,45,28,51.08,4,16000
PAFA,8/6/2024 19:53,78,51,38.9,4,16000
PAFA,6/2/2024 3:53,71,37,28.81,4,16000
PAFA,8/30/2023 2:53,73,58,59.33,3,16000
PAFA,5/28/2023 15:53,57,34,41.76,3,16000
PAFA,3/19/2024 18:53,11,3,69.58,0,16000
PAFA,3/19/2024 19:53,15,6,66.95,0,16000
PAFA,3/8/2023 0:53,37,26.1,64.38,0,16000
PAFA,4/9/2024 21:53,37,20,49.82,0,16000
PAFA,3/4/2024 4:53,4,-11,48.86,0,16000
PAFA,5/12/2024 9:53,44,23,43.11,0,16000
PAFA,5/12/2024 13:53,37,28,69.63,0,16000
PAFA,6/12/2023 19:53,60,35,39.04,14,16000
PAFA,6/12/2023 18:53,59,39,47.35,10,16000
PAFA,4/27/2023 3:53,38,19.9,47.89,5,16000
PAFA,4/27/2023 2:53,40,19,42.62,5,16000
PAFA,10/13/2024 21:53,39,34,82.08,0,16000
PAFA,12/8/2024 2:53,3,-2,79.14,0,16000
PAFA,12/8/2024 5:53,5,-1,75.67,0,16000
PAFA,12/8/2024 3:53,4,-2,75.57,0,16000
PAFA,4/19/2023 4:53,27,10,48.2,8,16000
PAFA,9/15/2023 11:16,39,37,92.45,0,16000
PAFA,9/15/2023 10:53,39,38,96.16,0,16000
PAFA,7/10/2023 16:53,65,44,46.81,12,15000
PAFA,5/6/2024 7:53,46,25,43.44,12,15000
PAFA,9/16/2023 21:53,59,33,37.34,12,15000
PAFA,2/14/2025 13:53,3,-10,53.76,11,15000
PAFA,7/10/2023 13:53,64,40,41.09,10,15000
PAFA,9/16/2023 20:53,59,35,40.45,10,15000
PAFA,3/6/2024 5:53,21,15,77.25,9,15000
PAFA,10/29/2024 15:53,23,16,74.15,9,15000
PAFA,2/21/2025 21:53,19,7,58.94,9,15000
PAFA,2/21/2025 20:53,17,5,58.64,9,15000
PAFA,4/7/2024 4:53,35,21,56.27,9,15000
PAFA,3/19/2025 7:53,15,2,55.69,9,15000
PAFA,3/27/2025 2:53,30,13,48.69,9,15000
PAFA,3/23/2023 3:53,32,14,46.92,9,15000
PAFA,5/6/2024 8:53,45,25,45.12,9,15000
PAFA,5/20/2023 12:53,61,39,44.1,9,15000
PAFA,5/20/2023 11:53,62,38,40.62,9,15000
PAFA,7/15/2024 12:53,52,47,82.99,8,15000
PAFA,3/6/2024 6:53,20,14,77.16,8,15000
PAFA,2/20/2024 15:53,28,21,74.67,8,15000
PAFA,10/29/2024 16:53,23,16,74.15,8,15000
PAFA,12/9/2024 18:53,34,26,72.22,8,15000
PAFA,1/4/2024 7:53,-4,-12,67.67,8,15000
PAFA,2/21/2025 19:53,13,3,63.68,8,15000
PAFA,3/23/2023 10:53,21.9,10.9,62.07,8,15000
PAFA,7/10/2023 14:53,62,47,57.43,8,15000
PAFA,9/16/2023 23:53,60,33,36.03,8,15000
PAFA,1/27/2025 11:53,23,20,88.08,7,15000
PAFA,12/22/2024 12:53,11,5,76.28,7,15000
PAFA,12/19/2023 21:53,2,-4,75.36,7,15000
PAFA,1/16/2023 22:53,10,3,72.75,7,15000
PAFA,9/23/2024 15:53,41,31,67.3,7,15000
PAFA,7/25/2023 19:53,75,60,59.59,7,15000
PAFA,3/23/2023 9:53,27,12.9,54.82,7,15000
PAFA,7/10/2023 15:53,64,47,53.72,7,15000
PAFA,3/23/2023 6:53,28.9,14,53.21,7,15000
PAFA,3/23/2023 5:53,30,14,50.88,7,15000
PAFA,7/13/2023 1:53,68,48,48.73,7,15000
PAFA,9/16/2023 22:53,59,35,40.45,7,15000
PAFA,3/23/2023 0:53,39,12.9,33.86,7,15000
PAFA,1/27/2025 5:53,32,27,81.55,6,15000
PAFA,1/7/2025 10:53,20,14,77.16,6,15000
PAFA,1/6/2025 15:53,6,0,75.78,6,15000
PAFA,12/9/2024 19:53,34,26,72.22,6,15000
PAFA,1/7/2025 11:53,29,20,68.69,6,15000
PAFA,7/1/2023 18:53,67,51,56.82,6,15000
PAFA,4/18/2024 17:53,40,25,54.69,6,15000
PAFA,3/26/2023 19:53,23,6,47.75,6,15000
PAFA,7/13/2024 19:53,66,44,44.88,6,15000
PAFA,3/23/2023 1:53,39,12.9,33.86,6,15000
PAFA,7/11/2024 2:53,77,46,33.34,6,15000
PAFA,5/17/2024 4:53,60,25,25.98,6,15000
PAFA,10/13/2024 14:53,33,31,92.25,5,15000
PAFA,2/13/2024 8:53,23,18,80.85,5,15000
PAFA,9/5/2023 20:21,52,46,79.92,5,15000
PAFA,1/7/2025 13:53,24,18,77.53,5,15000
PAFA,2/9/2024 19:53,2,-4,75.36,5,15000
PAFA,9/5/2023 21:53,55,47,74.36,5,15000
PAFA,9/5/2023 22:53,57,47,69.16,5,15000
PAFA,4/3/2024 13:53,6,-2,68.96,5,15000
PAFA,9/10/2023 6:53,54,43,66.24,5,15000
PAFA,5/9/2023 14:53,38,26.1,62.14,5,15000
PAFA,2/27/2025 1:53,13,-1,52.83,5,15000
PAFA,2/27/2025 0:53,16,0,48.57,5,15000
PAFA,7/13/2023 0:53,69,45,41.9,5,15000
PAFA,7/1/2023 20:53,71,46,40.65,5,15000
PAFA,4/18/2024 19:53,46,22,38.31,5,15000
PAFA,3/23/2023 2:53,38,12.9,35.35,5,15000
PAFA,4/18/2024 21:53,50,20,30.29,5,15000
PAFA,5/18/2023 23:15,61,28.9,29.45,5,15000
PAFA,5/18/2023 23:53,63,30,28.7,5,15000
PAFA,4/18/2024 20:53,50,18,27.8,5,15000
PAFA,1/27/2025 12:53,21,18,87.97,4,15000
PAFA,1/8/2025 13:53,9,6,87.31,4,15000
PAFA,2/13/2024 9:53,23,19,84.39,4,15000
PAFA,12/10/2024 6:53,23,19,84.39,4,15000
PAFA,2/13/2024 7:53,20,16,84.19,4,15000
PAFA,1/13/2025 18:53,26,21,81.09,4,15000
PAFA,10/29/2023 18:53,17,12,80.36,4,15000
PAFA,11/23/2024 5:53,13,8,80.02,4,15000
PAFA,1/23/2025 3:53,13,8,80.02,4,15000
PAFA,7/15/2024 13:53,52,46,79.92,4,15000
PAFA,5/2/2023 13:53,34,28,78.43,4,15000
PAFA,9/29/2023 14:53,27,21,77.8,4,15000
PAFA,10/29/2023 21:53,23,17,77.44,4,15000
PAFA,9/5/2023 20:53,53,46,77.03,4,15000
PAFA,12/9/2024 21:53,33,26,75.17,4,15000
PAFA,12/10/2024 3:53,32,25,75.07,4,15000
PAFA,1/19/2023 18:53,-5,-11,74.97,4,15000
PAFA,3/24/2024 10:53,26,19,74.46,4,15000
PAFA,1/13/2024 0:53,-7,-13,74.39,4,15000
PAFA,2/20/2024 7:53,25,18,74.36,4,15000
PAFA,1/27/2025 0:53,38,30,72.64,4,15000
PAFA,9/29/2023 15:53,28,20,71.56,4,15000
PAFA,8/24/2023 21:53,68,58,70.35,4,15000
PAFA,5/10/2023 13:53,35,26.1,69.41,4,15000
PAFA,9/5/2023 23:53,58,47,66.71,4,15000
PAFA,12/31/2023 22:53,-15,-23,66.16,4,15000
PAFA,5/10/2023 14:53,39,27,61.78,4,15000
PAFA,4/18/2024 18:53,41,25,52.61,4,15000
PAFA,7/13/2024 18:53,66,46,48.43,4,15000
PAFA,3/23/2023 4:53,30.9,12.9,46.74,4,15000
PAFA,4/28/2023 4:53,42,23,46.37,4,15000
PAFA,5/11/2024 7:53,42,22,44.63,4,15000
PAFA,3/22/2023 23:53,40,12.9,32.7,4,15000
PAFA,7/3/2023 18:53,72,39,30.12,4,15000
PAFA,5/17/2024 1:53,61,26,26.14,4,15000
PAFA,12/10/2024 5:53,25,22,88.18,3,15000
PAFA,8/26/2024 12:53,47,43,85.89,3,15000
PAFA,11/15/2023 14:53,18,14,84.05,3,15000
PAFA,12/12/2024 3:53,17,12,80.36,3,15000
PAFA,12/7/2024 5:53,11,6,79.85,3,15000
PAFA,12/25/2024 15:53,1,-4,78.95,3,15000
PAFA,12/25/2024 11:53,-1,-6,78.77,3,15000
PAFA,2/21/2024 12:53,27,21,77.8,3,15000
PAFA,12/23/2023 14:53,5,-1,75.67,3,15000
PAFA,12/23/2023 13:53,4,-2,75.57,3,15000
PAFA,9/29/2023 13:53,28,21,74.67,3,15000
PAFA,8/24/2023 20:53,65,56,72.62,3,15000
PAFA,12/23/2023 15:53,8,1,72.52,3,15000
PAFA,11/20/2024 5:53,-7,-14,70.74,3,15000
PAFA,3/23/2023 11:53,19.9,10.9,67.57,3,15000
PAFA,5/20/2024 11:53,43,33,67.54,3,15000
PAFA,6/8/2023 13:53,58,47,66.7,3,15000
PAFA,9/8/2023 2:53,50,39,65.75,3,15000
PAFA,5/11/2023 11:53,41,30,64.63,3,15000
PAFA,12/5/2023 17:53,-3,-12,64.51,3,15000
PAFA,7/13/2024 17:53,63,45,51.78,3,15000
PAFA,6/27/2024 17:53,72,52,49.33,3,15000
PAFA,7/1/2023 19:53,68,48,48.73,3,15000
PAFA,9/30/2023 0:53,43,25,48.7,3,15000
PAFA,7/3/2023 16:53,69,46,43.52,3,15000
PAFA,7/14/2023 4:53,71,46,40.78,3,15000
PAFA,6/27/2024 19:53,78,50,37.48,3,15000
PAFA,3/3/2024 21:53,7,-15,34.87,3,15000
PAFA,5/17/2024 3:53,62,26,25.23,3,15000
PAFA,5/17/2024 2:53,64,27,24.51,3,15000
PAFA,5/17/2024 0:53,63,26,24.35,3,15000
PAFA,9/15/2023 8:53,41,39,92.52,0,15000
PAFA,6/25/2024 9:53,58,55,89.72,0,15000
PAFA,9/1/2023 10:53,53,50,89.51,0,15000
PAFA,8/28/2024 14:53,47,44,89.24,0,15000
PAFA,10/31/2023 19:53,22,19,88.02,0,15000
PAFA,10/13/2024 13:53,35,31,85.17,0,15000
PAFA,10/31/2023 18:53,23,19,84.39,0,15000
PAFA,12/12/2024 0:53,15,11,83.84,0,15000
PAFA,1/7/2025 7:53,15,11,83.84,0,15000
PAFA,1/23/2025 2:53,13,9,83.7,0,15000
PAFA,6/25/2024 8:53,61,56,83.59,0,15000
PAFA,11/27/2023 10:53,7,3,83.27,0,15000
PAFA,1/8/2025 14:53,6,2,83.19,0,15000
PAFA,1/27/2025 6:53,32,27,81.55,0,15000
PAFA,3/27/2024 11:53,25,20,81.01,0,15000
PAFA,3/6/2025 15:53,22,17,80.77,0,15000
PAFA,10/29/2023 20:53,21,16,80.69,0,15000
PAFA,11/26/2023 20:53,18,13,80.44,0,15000
PAFA,12/12/2024 2:53,17,12,80.36,0,15000
PAFA,12/12/2024 1:53,15,10,80.19,0,15000
PAFA,1/23/2025 1:53,15,10,80.19,0,15000
PAFA,1/22/2025 21:53,13,8,80.02,0,15000
PAFA,11/27/2023 9:53,11,6,79.85,0,15000
PAFA,1/8/2025 22:53,10,5,79.76,0,15000
PAFA,2/18/2024 1:53,7,2,79.5,0,15000
PAFA,2/9/2024 16:53,4,-1,79.23,0,15000
PAFA,12/8/2024 21:53,4,-1,79.23,0,15000
PAFA,1/16/2023 21:53,7,1.9,79.13,0,15000
PAFA,1/16/2023 20:53,6,1,79.05,0,15000
PAFA,2/9/2024 18:53,2,-3,79.04,0,15000
PAFA,12/25/2024 16:53,1,-4,78.95,0,15000
PAFA,11/12/2024 4:53,-6,-11,78.29,0,15000
PAFA,3/27/2024 10:53,27,21,77.8,0,15000
PAFA,3/6/2025 16:53,23,17,77.44,0,15000
PAFA,10/29/2023 13:53,19,13,77.06,0,15000
PAFA,10/29/2023 17:53,18,12,76.97,0,15000
PAFA,1/7/2024 20:53,10,4,76.18,0,15000
PAFA,2/9/2024 21:53,9,3,76.08,0,15000
PAFA,1/6/2025 19:53,9,3,76.08,0,15000
PAFA,12/24/2023 4:53,6,0,75.78,0,15000
PAFA,2/9/2024 15:53,6,0,75.78,0,15000
PAFA,2/9/2024 20:53,5,-1,75.67,0,15000
PAFA,12/8/2024 22:53,5,-1,75.67,0,15000
PAFA,12/23/2023 20:53,4,-2,75.57,0,15000
PAFA,2/23/2025 4:53,3,-3,75.46,0,15000
PAFA,2/9/2024 17:53,2,-4,75.36,0,15000
PAFA,12/25/2024 21:53,2,-4,75.36,0,15000
PAFA,3/24/2023 13:53,8.1,1.9,75.29,0,15000
PAFA,12/25/2024 17:53,0,-6,75.15,0,15000
PAFA,2/23/2025 6:53,0,-6,75.15,0,15000
PAFA,12/25/2024 12:53,-1,-7,75.04,0,15000
PAFA,1/28/2025 16:53,-2,-8,74.93,0,15000
PAFA,11/12/2024 3:53,-3,-9,74.83,0,15000
PAFA,12/20/2023 21:53,-4,-10,74.72,0,15000
PAFA,12/9/2023 4:53,-5,-11,74.61,0,15000
PAFA,12/9/2023 5:53,-5,-11,74.61,0,15000
PAFA,12/20/2023 22:53,-5,-11,74.61,0,15000
PAFA,12/23/2023 5:53,-5,-11,74.61,0,15000
PAFA,1/13/2024 1:53,-7,-13,74.39,0,15000
PAFA,2/20/2024 6:53,24,17,74.26,0,15000
PAFA,3/6/2025 10:53,22,15,74.05,0,15000
PAFA,3/6/2025 11:53,22,15,74.05,0,15000
PAFA,6/25/2024 7:53,63,54,72.42,0,15000
PAFA,10/31/2023 22:53,30,22,71.78,0,15000
PAFA,12/17/2023 1:53,1,-6,71.71,0,15000
PAFA,1/7/2025 12:53,28,20,71.56,0,15000
PAFA,1/28/2025 17:53,-1,-8,71.47,0,15000
PAFA,1/19/2023 17:53,-4,-11,71.11,0,15000
PAFA,12/5/2023 18:53,-4,-11,71.11,0,15000
PAFA,11/12/2024 6:53,-4,-11,71.11,0,15000
PAFA,11/12/2024 5:53,-6,-13,70.87,0,15000
PAFA,1/13/2024 2:53,-8,-15,70.62,0,15000
PAFA,1/13/2024 3:53,-9,-16,70.5,0,15000
PAFA,11/20/2024 3:53,-9,-16,70.5,0,15000
PAFA,1/12/2024 22:53,-10,-17,70.37,0,15000
PAFA,6/28/2024 9:53,63,53,69.82,0,15000
PAFA,6/28/2023 13:53,58,48,69.52,0,15000
PAFA,6/24/2024 13:53,57,47,69.16,0,15000
PAFA,1/30/2024 13:53,-20,-27,69.07,0,15000
PAFA,7/14/2023 6:53,65,54,67.52,0,15000
PAFA,11/20/2024 4:53,-8,-16,67.13,0,15000
PAFA,3/23/2023 12:53,19.9,10,64.91,0,15000
PAFA,3/18/2023 4:53,12,1.9,63.25,0,15000
PAFA,7/13/2024 9:53,60,47,62.11,0,15000
PAFA,7/14/2023 5:53,68,53,58.67,0,15000
PAFA,5/24/2023 16:53,53,37,54.21,0,15000
PAFA,5/9/2023 15:53,40,24.1,52.88,0,15000
PAFA,7/13/2024 7:53,65,47,52.07,0,15000
PAFA,3/23/2024 21:53,40,23,50.3,0,15000
PAFA,3/21/2023 19:53,23,7,49.74,0,15000
PAFA,5/24/2023 17:53,56,37,48.95,0,15000
PAFA,7/13/2024 8:53,64,44,48.12,0,15000
PAFA,6/27/2024 16:53,71,50,47.39,0,15000
PAFA,7/13/2024 6:53,69,47,45.35,0,15000
PAFA,5/9/2023 16:53,42,21,42.62,0,15000
PAFA,5/9/2023 17:53,45,23,41.5,0,15000
PAFA,6/27/2024 18:53,75,50,41.41,0,15000
PAFA,6/3/2024 20:53,65,40,39.83,0,15000
PAFA,3/3/2024 20:53,3,-16,39.81,0,15000
PAFA,5/9/2023 18:53,49,24.1,37.52,0,15000
PAFA,3/3/2024 22:53,9,-12,37.04,0,15000
PAFA,4/19/2024 2:53,50,21,31.6,0,15000
PAFA,4/19/2024 1:53,51,21,30.45,0,15000
PAFA,7/3/2023 20:53,75,37,25.17,0,15000
PAFA,4/19/2024 3:53,56,16,20.46,0,15000
PAFA,2/14/2025 12:53,3,-10,53.76,12,15000
PAFA,2/14/2025 11:53,2,-11,53.59,12,15000
PAFA,2/22/2024 11:53,21,14,73.94,8,15000
PAFA,2/22/2024 12:53,22,14,70.88,8,15000
PAFA,4/26/2023 8:53,30,15.1,53.38,8,15000
PAFA,4/26/2023 7:53,32,15.1,49.23,8,15000
PAFA,11/8/2024 8:53,17,12,80.36,7,15000
PAFA,10/28/2024 11:53,6,0,75.78,7,15000
PAFA,12/17/2024 17:53,-1,-7,75.04,7,15000
PAFA,1/13/2025 10:53,32,23,69.04,7,15000
PAFA,2/22/2024 13:53,26,16,65.43,7,15000
PAFA,1/28/2025 13:53,4,-6,62.4,7,15000
PAFA,3/26/2025 5:53,30,13,48.69,7,15000
PAFA,5/7/2024 13:53,32,28.4,86.39,6,15000
PAFA,11/8/2024 9:53,19,14,80.52,6,15000
PAFA,2/9/2024 14:53,6,1,79.41,6,15000
PAFA,11/8/2024 10:53,21,15,77.25,6,15000
PAFA,12/17/2024 15:53,-2,-8,74.93,6,15000
PAFA,11/29/2023 8:53,23,16,74.15,6,15000
PAFA,11/8/2024 11:53,21,14,73.94,6,15000
PAFA,10/17/2023 9:53,35,27,72.32,6,15000
PAFA,1/13/2025 9:53,33,24,69.16,6,15000
PAFA,3/5/2025 14:53,26,16,65.43,6,15000
PAFA,1/28/2025 12:53,5,-5,62.55,6,15000
PAFA,2/27/2025 5:53,9,-3,57.41,6,15000
PAFA,4/26/2023 9:53,28.9,14,53.21,6,15000
PAFA,3/6/2024 9:53,7,5,91.29,5,15000
PAFA,4/4/2024 16:08,19,16,87.87,5,15000
PAFA,4/4/2024 14:53,18,15,87.81,5,15000
PAFA,3/6/2024 10:53,6,3,87.14,5,15000
PAFA,3/6/2024 11:53,5,2,87.08,5,15000
PAFA,12/10/2024 2:53,25,21,84.53,5,15000
PAFA,3/6/2024 7:53,17,13,83.98,5,15000
PAFA,2/22/2024 10:53,18,13,80.44,5,15000
PAFA,12/4/2024 0:53,6,1,79.41,5,15000
PAFA,1/27/2025 3:53,34,28,78.43,5,15000
PAFA,11/8/2023 13:53,18,12,76.97,5,15000
PAFA,12/17/2024 16:53,3,-3,75.46,5,15000
PAFA,12/17/2024 18:53,-3,-9,74.83,5,15000
PAFA,4/11/2024 13:53,24,17,74.26,5,15000
PAFA,10/17/2023 7:53,35,27,72.32,5,15000
PAFA,4/11/2024 12:53,27,19,71.45,5,15000
PAFA,12/19/2024 8:53,-5,-12,70.99,5,15000
PAFA,12/17/2024 14:53,-9,-16,70.5,5,15000
PAFA,3/5/2025 16:53,24,15,68.08,5,15000
PAFA,10/17/2023 8:53,37,27,66.82,5,15000
PAFA,3/22/2023 7:53,15.1,5,63.68,5,15000
PAFA,2/27/2025 7:53,7,-3,62.84,5,15000
PAFA,2/27/2025 6:53,8,-3,60.06,5,15000
PAFA,2/27/2025 4:53,9,-3,57.41,5,15000
PAFA,4/18/2024 14:53,38,24,56.71,5,15000
PAFA,4/18/2024 16:53,39,24,54.54,5,15000
PAFA,4/4/2024 15:53,19,17,91.76,4,15000
PAFA,3/6/2024 8:53,12,9,87.48,4,15000
PAFA,9/14/2023 13:53,38,34,85.35,4,15000
PAFA,12/12/2024 6:53,17,13,83.98,4,15000
PAFA,8/21/2024 8:53,44,39,82.44,4,15000
PAFA,3/5/2025 13:53,18,13,80.44,4,15000
PAFA,12/3/2024 23:53,7,1,75.88,4,15000
PAFA,1/17/2025 16:53,-5,-11,74.61,4,15000
PAFA,3/5/2025 15:53,23,15,70.99,4,15000
PAFA,3/1/2025 6:53,16,7,67.07,4,15000
PAFA,3/18/2023 7:53,14,5,66.82,4,15000
PAFA,6/10/2024 14:53,60,48,64.49,4,15000
PAFA,4/4/2023 1:53,30.9,16,53.53,4,15000
PAFA,4/18/2024 15:53,39,23,52.3,4,15000
PAFA,3/22/2023 6:53,23,8.1,52.27,4,15000
PAFA,6/10/2024 18:53,68,47,46.93,4,15000
PAFA,8/21/2024 7:53,42,39,89.01,3,15000
PAFA,10/17/2023 4:53,33,29,85.04,3,15000
PAFA,4/21/2023 15:53,23,19,84.39,3,15000
PAFA,11/8/2024 6:53,19,15,84.12,3,15000
PAFA,3/8/2023 12:53,10.9,7,83.93,3,15000
PAFA,11/29/2023 12:53,15,11,83.84,3,15000
PAFA,10/17/2023 5:53,33,28,81.63,3,15000
PAFA,11/29/2023 10:53,20,15,80.6,3,15000
PAFA,11/8/2024 7:53,18,13,80.44,3,15000
PAFA,11/5/2024 15:53,13,8,80.02,3,15000
PAFA,8/21/2024 9:53,45,39,79.36,3,15000
PAFA,2/9/2024 13:53,-2,-7,78.67,3,15000
PAFA,1/11/2025 10:53,11,5,76.28,3,15000
PAFA,3/6/2023 7:53,4,-2,75.92,3,15000
PAFA,1/13/2025 12:53,29,22,74.77,3,15000
PAFA,6/10/2024 13:53,58,50,74.64,3,15000
PAFA,11/29/2023 7:53,25,18,74.36,3,15000
PAFA,3/6/2025 7:53,25,18,74.36,3,15000
PAFA,2/5/2023 3:53,-0.9,-7,74.33,3,15000
PAFA,10/17/2023 6:53,35,27,72.32,3,15000
PAFA,1/17/2025 15:53,-9,-16,70.5,3,15000
PAFA,1/27/2025 2:53,37,28,69.63,3,15000
PAFA,3/19/2023 3:53,21.9,12.9,67.82,3,15000
PAFA,3/1/2025 5:53,18,8,64.37,3,15000
PAFA,4/18/2024 13:53,38,25,59.13,3,15000
PAFA,4/4/2023 2:53,30,15.1,53.38,3,15000
PAFA,4/4/2023 0:53,32,15.1,49.23,3,15000
PAFA,9/23/2023 12:53,32,29,88.53,0,15000
PAFA,12/10/2024 7:53,24,21,88.13,0,15000
PAFA,2/5/2023 2:53,1.9,-0.9,87.72,0,15000
PAFA,11/8/2024 5:53,19,15,84.12,0,15000
PAFA,3/8/2023 10:53,12.9,9,84.07,0,15000
PAFA,3/8/2023 11:53,10.9,7,83.93,0,15000
PAFA,1/21/2025 12:53,9,5,83.41,0,15000
PAFA,11/29/2023 9:53,21,16,80.69,0,15000
PAFA,3/5/2025 12:53,19,14,80.52,0,15000
PAFA,11/5/2024 16:53,15,10,80.19,0,15000
PAFA,2/19/2025 6:53,13,8,80.02,0,15000
PAFA,1/11/2025 9:53,8,3,79.58,0,15000
PAFA,3/8/2023 13:53,8.1,3,79.23,0,15000
PAFA,2/19/2025 11:53,4,-1,79.23,0,15000
PAFA,2/19/2025 12:53,4,-1,79.23,0,15000
PAFA,4/11/2024 11:53,25,19,77.62,0,15000
PAFA,10/24/2023 9:53,23,17,77.44,0,15000
PAFA,3/6/2023 8:53,5,-0.9,76.03,0,15000
PAFA,12/3/2024 22:53,5,-1,75.67,0,15000
PAFA,12/25/2024 10:53,0,-6,75.15,0,15000
PAFA,12/19/2024 6:53,-2,-8,74.93,0,15000
PAFA,12/19/2024 7:53,-4,-10,74.72,0,15000
PAFA,3/6/2025 6:53,25,18,74.36,0,15000
PAFA,3/6/2025 5:53,26,18,71.33,0,15000
PAFA,1/13/2024 4:53,-9,-16,70.5,0,15000
PAFA,3/5/2025 17:53,27,17,65.56,0,15000
PAFA,3/18/2023 6:53,12.9,3,63.96,0,15000
PAFA,2/28/2023 16:53,-13,-22,63.05,0,15000
PAFA,4/18/2024 10:53,39,24,54.54,0,15000
PAFA,5/8/2023 4:53,52,26.1,36.34,5,15000
PAFA,4/6/2024 21:53,36,20,51.83,4,15000
PAFA,3/19/2025 19:53,10,-1,60.36,3,15000
PAFA,3/3/2024 23:53,9,-12,37.04,3,15000
PAFA,5/20/2023 10:53,63,35,35.24,3,15000
PAFA,9/9/2023 21:53,65,44,46.47,13,15000
PAFA,5/16/2023 0:53,62,26.1,25.24,12,15000
PAFA,5/6/2024 6:53,48,25,40.29,11,15000
PAFA,5/6/2024 0:53,59,28,30.48,10,15000
PAFA,5/16/2023 1:53,60,27,28.13,10,15000
PAFA,5/16/2023 2:53,59,27,29.25,9,15000
PAFA,5/16/2023 2:58,59,27,29.25,9,15000
PAFA,7/13/2024 21:53,68,46,45.19,7,15000
PAFA,5/8/2023 5:53,50,26.1,39.14,6,15000
PAFA,5/12/2024 7:53,48,24,38.64,5,15000
PAFA,2/25/2023 3:53,23,17.1,77.77,4,15000
PAFA,9/4/2024 21:53,60,39,45.69,4,15000
PAFA,10/1/2023 6:53,33,28,81.63,3,15000
PAFA,4/6/2025 0:53,47,29,49.34,3,15000
PAFA,6/3/2024 23:53,68,37,31.92,3,15000
PAFA,8/24/2023 10:53,55,53,92.95,0,15000
PAFA,8/24/2023 9:53,56,53,89.64,0,15000
PAFA,11/9/2024 19:53,9,5,83.41,0,15000
PAFA,5/27/2023 8:53,50,45,82.86,0,15000
PAFA,9/16/2023 12:53,43,38,82.37,0,15000
PAFA,8/28/2024 16:53,51,45,79.84,0,15000
PAFA,5/20/2023 13:53,61,39,44.1,9,15000
PAFA,6/10/2023 19:53,66,40,38.32,7,15000
PAFA,5/4/2024 17:53,56,28,33.96,7,15000
PAFA,5/4/2024 18:53,57,26,30.16,7,15000
PAFA,7/11/2023 22:53,72,51,47.72,6,15000
PAFA,5/4/2024 15:53,48.2,28.4,46.02,6,15000
PAFA,7/29/2023 13:53,65,54,67.52,5,15000
PAFA,8/6/2024 21:53,78,50,37.48,4,15000
PAFA,6/29/2023 4:53,73,50,44.29,3,15000
PAFA,5/4/2024 16:53,51,29,42.49,3,15000
PAFA,6/25/2023 21:53,73,45,36.7,3,15000
PAFA,3/26/2024 1:53,44,24,44.96,0,15000
PAFA,6/29/2023 3:53,74,51,44.76,0,15000
PAFA,4/6/2024 22:53,41,20,42.62,0,15000
PAFA,6/3/2024 22:53,68,38,33.2,0,15000
